attendance,marks,study_hours,distance_from_home,annual_income,previous_marks,backlogs,assignments_completed,participation,dropout
46,81,3,9,583430,76,0,66,7,0
89,60,4,4,392112,94,3,46,1,0
74,97,2,16,666805,81,4,88,4,0
98,81,3,11,612115,76,3,54,9,0
61,36,4,7,350714,79,1,56,5,0
73,51,1,17,808599,74,3,48,7,0
94,85,2,13,354055,71,4,52,7,0
37,87,5,4,753570,85,1,71,3,1
72,93,1,14,818131,86,4,41,8,0
30,41,6,10,670272,62,4,98,1,1
80,36,4,10,766409,57,0,71,4,0
53,84,2,10,958753,73,2,86,4,0
53,91,2,12,862662,85,3,59,2,1
46,84,7,2,746142,73,3,82,6,1
34,65,7,9,497871,63,0,58,1,1
49,53,1,5,577210,43,3,85,3,1
50,73,2,8,884891,97,0,66,9,0
87,46,4,14,190638,58,3,75,6,1
60,31,1,7,827814,46,3,98,2,1
40,42,5,7,955404,38,4,69,9,1
81,60,1,9,907864,56,0,50,2,0
44,57,1,3,845769,78,3,55,7,1
36,89,5,14,596392,66,2,94,1,1
57,56,6,17,165896,57,0,65,5,0
80,44,7,18,865573,79,0,69,7,0
87,62,4,12,301207,84,0,41,3,0
34,49,6,14,536152,33,4,73,4,1
34,71,6,13,729323,48,0,80,5,0
37,41,6,14,593597,66,4,61,3,1
93,52,7,9,375894,33,2,98,6,0
39,43,3,19,914419,66,1,70,3,1
67,54,7,2,872221,80,4,94,8,0
37,60,6,11,989427,61,3,92,7,1
54,83,3,17,912597,74,0,60,1,0
95,34,5,2,281613,41,1,75,2,1
79,42,7,19,648634,70,4,79,4,1
96,57,4,7,351731,85,3,62,5,0
78,72,6,18,103514,43,1,65,4,0
65,76,2,13,649126,83,2,57,4,0
97,67,5,5,913991,92,4,54,9,0
70,96,3,18,987655,94,4,73,4,0
91,91,7,16,159207,87,2,61,4,0
39,68,4,15,116385,50,4,67,4,1
50,66,1,8,249389,33,0,82,2,1
65,37,4,15,124881,75,4,88,8,1
41,81,4,1,473905,41,0,46,4,1
31,62,6,17,329905,59,4,79,5,1
42,71,6,15,612527,89,3,81,8,1
82,56,7,14,521171,94,3,63,4,0
61,37,7,14,158308,43,1,74,5,0
45,52,3,10,472659,73,3,52,5,1
61,93,7,2,289086,55,2,94,6,0
61,49,3,6,611972,45,1,88,7,0
40,45,6,17,353267,36,3,52,3,1
39,46,6,5,820790,61,0,70,3,1
44,48,2,5,958463,45,4,98,9,1
46,37,2,15,467401,91,3,58,1,1
69,67,5,15,449117,59,0,68,8,0
47,67,6,11,159596,41,1,61,3,1
84,82,1,5,610576,96,4,80,5,0
54,60,2,1,644716,75,3,60,3,1
88,73,3,11,162160,72,1,55,1,0
51,89,4,11,559387,84,3,69,5,1
59,46,7,6,350894,74,1,44,8,1
73,68,7,8,442873,89,3,80,5,0
61,71,5,2,160843,61,0,99,4,0
80,77,2,15,516219,37,2,80,9,0
75,41,4,9,442313,91,0,45,1,1
50,47,4,15,981196,49,4,60,5,1
61,35,2,8,535293,47,3,81,1,1
68,72,1,16,913162,35,2,89,6,0
41,64,1,14,172981,58,2,50,9,1
76,83,5,15,866079,33,4,63,2,1
47,91,1,13,827498,72,4,67,4,1
50,98,5,9,427717,63,2,95,8,0
42,45,3,1,863488,62,4,54,3,1
50,37,2,6,259941,44,4,78,7,1
37,60,4,8,333151,69,3,85,7,1
75,39,5,18,655364,34,0,79,2,1
36,85,7,18,579221,79,1,90,4,0
52,99,1,17,328907,95,2,86,1,1
51,49,7,16,226283,83,1,58,8,1
51,34,5,13,387238,75,2,89,9,1
58,52,6,4,782177,40,2,56,1,1
42,38,5,4,634843,78,0,42,7,1
31,87,1,14,170656,52,2,42,1,1
58,88,6,5,483576,84,2,78,1,0
81,83,6,16,543409,34,0,67,9,0
56,75,1,14,497931,93,4,70,6,1
79,51,6,14,492838,64,1,81,1,0
52,93,2,14,396306,98,2,96,7,0
73,37,4,14,201173,83,0,99,3,0
51,49,7,19,460002,32,2,88,4,1
72,80,2,3,201980,35,0,86,4,0
66,68,2,17,595241,85,1,47,8,0
90,66,1,14,662746,31,3,56,1,1
85,79,1,10,204122,67,4,74,8,1
32,63,7,13,722826,85,3,75,9,1
92,62,4,4,735489,34,0,66,7,0
48,60,5,11,248455,75,2,79,1,0
52,83,2,15,773078,40,4,84,7,1
58,73,6,15,599845,94,1,72,6,0
59,63,4,2,831520,39,4,99,5,1
68,91,2,11,550615,70,2,89,5,0
54,52,5,2,449152,73,3,50,1,1
37,75,6,5,252935,62,0,60,6,0
87,85,2,13,897809,85,3,45,4,0
45,36,3,1,969463,41,4,87,1,1
30,90,7,7,622377,31,2,60,8,1
34,32,4,7,815883,30,0,90,8,1
32,67,7,10,748691,94,2,97,4,0
94,63,1,6,245942,62,2,94,7,0
33,73,2,12,419631,65,4,67,3,1
93,59,6,13,774660,50,3,56,8,0
39,46,6,11,549167,65,2,57,7,1
50,88,4,18,691927,55,2,50,5,1
75,39,4,2,977163,76,2,85,5,0
56,47,7,16,749054,30,0,83,9,1
95,74,6,2,465573,67,2,64,6,0
70,88,6,19,360637,43,2,69,6,0
42,91,6,6,536196,75,4,91,2,1
38,88,2,1,338976,71,2,95,5,0
65,78,6,11,263122,36,2,64,4,0
87,92,1,18,758281,84,4,46,3,1
83,61,6,10,432414,85,0,88,9,0
41,39,1,18,447437,92,3,76,7,1
43,40,2,1,916760,53,4,93,4,1
63,99,4,19,385282,33,0,85,9,0
82,91,1,16,312645,71,3,66,9,0
49,76,2,7,592356,99,2,95,7,0
45,63,6,15,558480,57,4,65,5,1
99,46,2,1,617681,69,2,52,9,0
85,83,6,9,895460,80,4,63,7,0
87,69,7,2,864413,58,3,51,9,0
33,48,2,17,770792,71,0,53,3,1
33,96,4,10,405963,98,4,96,9,1
49,82,1,6,450771,34,0,48,1,1
39,93,7,5,358312,70,2,70,5,0
53,76,4,8,312194,90,2,43,2,1
55,35,3,8,891744,84,3,93,1,1
66,45,6,5,650261,57,3,58,3,1
83,47,1,12,726414,70,1,40,7,1
50,81,4,7,260045,38,1,68,3,1
67,77,1,13,406534,58,3,84,9,0
75,72,3,13,884313,67,2,45,3,0
33,68,5,17,412100,91,0,40,6,0
89,78,6,4,461523,83,3,64,2,0
86,41,6,18,376207,81,0,66,8,0
74,39,2,10,456450,63,1,61,5,0
49,84,6,3,848112,66,0,56,2,1
46,30,6,12,717484,78,3,98,7,1
33,78,4,1,575135,71,2,68,3,1
43,65,7,11,633893,43,3,42,5,1
32,50,6,18,720473,62,4,56,9,1
87,66,6,13,202756,46,4,41,1,1
84,53,3,17,216351,61,4,71,2,0
33,84,7,8,853455,97,2,61,5,0
53,54,3,19,881215,68,3,78,4,1
63,36,1,17,865962,39,4,72,1,1
59,53,1,2,308976,53,3,97,7,1
48,40,6,3,435108,87,1,92,9,1
60,41,6,3,282277,98,4,61,1,1
89,64,2,6,509033,93,4,86,8,0
89,92,1,10,626708,48,2,43,9,0
48,97,4,18,446592,37,3,77,2,1
78,86,6,18,563069,69,2,92,1,0
92,42,4,14,618036,42,2,52,6,1
51,52,6,16,189897,56,3,98,7,1
53,68,4,7,652016,31,1,62,2,1
59,41,5,1,224826,45,3,52,5,1
87,63,4,17,157858,43,1,59,5,0
60,60,7,5,615131,46,2,72,7,0
93,91,1,1,993148,89,1,73,1,0
48,42,6,17,280161,99,1,77,8,1
77,60,1,10,851964,46,1,68,5,0
74,31,7,12,885968,74,4,97,3,1
84,44,7,2,591747,67,4,71,9,1
84,86,4,16,839617,93,2,50,3,0
47,63,3,15,852425,35,3,57,7,1
92,97,3,13,439136,89,1,84,7,0
76,58,7,18,985691,78,4,60,8,0
86,95,3,14,478329,50,3,51,8,0
74,45,6,18,535456,52,1,91,4,0
62,68,2,2,986714,86,3,78,1,0
46,66,5,2,314521,93,0,59,4,0
99,50,4,3,768035,58,1,46,6,0
33,73,2,5,348422,56,3,66,6,1
49,48,3,16,721965,35,1,95,6,1
76,37,4,15,585741,50,1,46,7,1
44,95,2,12,684337,70,0,41,1,1
99,70,1,9,279508,34,3,82,1,1
76,99,3,14,664501,44,2,72,7,0
38,90,2,16,890716,50,4,60,4,1
45,55,6,11,584245,87,1,68,6,0
98,99,1,6,379729,33,1,71,6,0
90,58,3,10,981563,98,1,84,9,0
39,95,5,8,369275,36,1,51,2,1
79,48,7,16,667670,64,4,52,4,1
32,97,3,3,318565,65,2,78,4,0
99,87,6,2,262008,44,0,83,7,0
80,99,5,16,187081,31,2,88,1,1
48,86,5,19,153441,86,4,98,5,1
71,66,5,9,547814,34,3,79,4,0
64,90,4,16,703508,61,0,42,2,0
75,59,4,4,863344,70,0,78,5,0
55,54,7,10,776002,71,3,90,9,1
98,94,5,19,825267,94,1,91,8,0
93,35,7,13,636939,69,4,47,9,1
66,47,1,18,757025,67,3,85,7,1
78,39,5,15,893350,71,2,85,7,0
50,40,2,4,385151,66,2,41,2,1
93,94,5,9,852304,85,3,45,3,0
34,94,4,4,306802,84,4,87,8,1
99,81,4,16,387179,83,0,97,2,0
33,96,2,15,975784,51,0,80,7,0
68,60,2,2,581818,56,1,97,6,0
64,46,3,14,701037,76,4,96,4,1
30,84,1,3,476193,67,2,92,4,0
53,65,1,4,974580,68,2,54,3,1
86,55,1,1,646499,44,1,90,6,0
99,82,6,9,126866,95,2,86,3,0
70,46,4,17,337012,90,1,93,9,0
83,54,1,14,609269,89,1,51,4,0
75,31,3,17,107344,37,3,80,4,1
89,34,3,1,955169,73,0,87,2,1
89,33,1,10,432432,72,4,71,2,1
86,65,2,16,948978,35,4,45,7,1
60,35,3,19,207879,56,0,91,5,0
53,50,7,3,896759,74,4,99,3,1
65,55,2,12,564843,52,2,66,6,0
59,84,7,3,651896,42,2,86,6,1
53,68,4,15,521501,97,4,52,1,1
59,62,6,17,974966,93,3,92,3,1
36,43,3,18,541850,54,4,62,5,1
64,85,2,7,795649,81,1,49,7,0
84,50,7,19,606930,77,1,53,4,0
43,75,1,7,380151,90,0,42,8,1
39,45,7,5,387401,46,2,51,3,1
45,45,7,8,709342,69,3,64,6,1
83,58,4,16,129784,98,4,40,6,0
99,37,5,16,793948,55,1,71,9,0
73,32,5,19,144221,85,2,63,4,0
74,48,1,15,907810,69,2,92,7,0
85,95,4,7,104696,97,3,87,1,0
86,51,4,5,455675,37,3,81,1,0
50,75,4,11,134635,74,3,48,2,1
97,42,4,10,750777,46,3,89,4,1
79,62,5,9,420687,70,1,40,6,0
62,34,2,1,836619,38,3,81,4,1
36,56,4,1,774567,99,2,78,6,0
99,53,2,8,111817,53,2,49,2,0
44,96,7,3,620674,40,4,83,9,1
61,92,7,2,417402,64,2,82,3,0
49,77,4,4,293654,58,2,80,7,0
44,92,3,19,755528,37,1,69,1,1
77,41,6,11,222475,46,2,44,8,1
50,57,3,5,323378,41,0,98,4,1
71,73,7,10,689487,79,2,43,5,0
55,72,6,8,951380,53,4,91,7,1
43,46,3,13,157782,66,4,99,3,1
86,69,4,5,180759,40,3,84,9,0
66,78,2,12,602972,88,1,47,9,0
87,86,6,13,685887,84,4,55,8,0
50,93,5,8,612813,56,0,40,1,1
98,86,1,15,304635,96,0,88,2,0
32,99,6,13,116291,89,3,54,2,1
66,72,6,1,995377,31,1,63,3,0
78,52,5,6,322047,97,1,54,2,0
48,56,4,11,711345,47,2,89,1,1
41,87,3,13,976683,49,0,97,5,0
90,66,3,1,973586,92,0,45,6,0
70,35,7,11,194535,31,0,41,7,1
62,94,2,11,526208,71,0,44,7,0
79,35,4,8,600269,57,4,90,2,1
97,79,5,3,532566,58,1,78,7,0
62,51,4,19,888005,98,2,80,2,0
53,54,4,12,884077,57,4,73,2,1
90,80,3,6,108577,89,1,78,6,0
90,77,5,8,654236,34,3,71,6,0
57,99,1,5,860427,44,0,68,8,1
87,94,6,10,177700,61,2,68,5,0
72,89,3,16,367361,81,1,63,5,0
70,75,5,12,946610,66,3,85,1,0
68,65,2,17,971494,44,0,97,4,0
78,87,6,6,983238,70,3,70,1,0
46,67,6,9,257481,33,3,63,5,1
99,40,3,10,280112,82,4,94,8,1
99,41,7,14,209657,56,3,54,1,1
94,71,2,14,309002,50,4,51,3,1
34,68,3,17,953467,89,4,59,1,1
31,40,4,16,717363,93,3,43,6,1
51,65,7,4,502885,76,1,97,1,1
86,81,5,2,813607,83,3,52,3,1
95,60,2,16,814335,60,3,80,5,0
45,62,6,1,614591,46,1,83,5,0
80,42,3,3,645917,79,0,49,2,1
68,47,6,11,977714,36,2,80,3,1
69,70,2,16,292535,57,0,92,9,0
67,87,6,18,408151,39,3,62,1,0
89,85,3,15,511344,56,0,46,1,0
88,53,7,9,626327,42,2,96,2,0
39,60,3,12,730903,95,0,51,8,0
93,84,1,18,103857,89,2,87,6,0
92,39,6,5,290091,72,0,54,4,0
78,89,1,8,715720,98,4,46,7,1
93,31,7,3,320079,92,3,47,6,1
61,44,1,2,705265,99,2,46,9,1
36,32,6,19,374879,94,3,82,6,1
50,72,2,8,789871,96,4,43,2,1
49,60,4,2,670339,83,0,99,3,1
55,99,7,19,676981,65,3,89,9,1
97,96,3,1,732230,44,0,90,7,0
44,85,5,13,431296,47,0,46,6,1
43,92,7,17,443063,33,3,98,5,1
56,44,1,3,391900,40,2,98,3,1
69,39,2,9,759254,35,2,84,4,0
87,67,6,5,466675,80,3,80,1,0
57,76,2,6,274304,87,2,69,5,0
55,86,2,4,153214,89,1,98,7,0
92,79,6,17,694105,47,0,57,2,0
95,44,5,16,688150,96,3,69,8,1
54,47,6,16,845543,46,4,46,6,1
32,31,5,11,882409,63,3,91,3,1
73,72,6,2,884256,59,3,87,2,0
71,55,1,17,523252,48,0,62,8,0
35,67,5,15,511800,38,4,99,4,1
68,71,1,18,593663,69,0,76,7,0
81,34,7,10,787668,73,2,46,7,0
52,40,5,6,999516,88,3,77,9,1
79,94,5,16,390477,54,0,68,8,0
72,63,6,5,486505,82,1,73,8,0
48,30,5,12,721618,77,3,99,7,0
98,31,1,6,139288,82,2,78,5,1
80,49,7,14,965020,78,0,92,9,0
40,90,6,16,833167,72,0,80,7,0
41,50,3,7,740072,48,1,84,3,1
37,97,7,2,276339,95,2,98,6,0
53,41,7,6,394319,63,1,88,3,1
70,51,1,9,633203,83,3,88,6,0
65,49,7,7,443802,30,4,86,8,1
84,30,3,2,471879,84,0,57,9,1
38,59,2,19,958886,44,1,95,2,1
76,53,6,8,599668,44,0,86,6,0
44,43,2,11,458117,52,0,82,3,1
77,65,6,4,997774,95,1,64,7,0
71,98,7,16,820658,75,0,66,4,0
89,53,6,18,638093,38,2,66,5,0
99,89,1,13,840494,95,2,51,6,0
41,84,3,5,533733,95,4,62,8,1
31,53,6,2,154716,47,2,56,2,1
36,53,3,11,233943,46,1,83,4,0
32,83,6,1,989225,63,2,46,4,1
32,55,3,13,399519,98,4,63,6,1
56,95,2,5,801101,93,3,46,4,1
69,67,1,18,472559,73,3,68,5,1
62,94,6,14,254220,58,1,99,5,0
30,80,4,13,630122,91,4,92,8,1
37,64,3,7,142680,45,2,67,4,1
61,72,3,8,753090,81,4,62,6,0
77,58,4,18,627687,31,0,49,7,0
33,66,1,7,557307,90,4,55,8,1
99,87,3,17,777122,33,2,82,9,0
48,83,1,16,468052,81,1,87,8,0
61,68,3,11,438637,70,0,73,4,0
38,71,7,19,992467,81,4,64,4,1
41,57,5,1,544764,60,3,41,5,1
40,58,7,8,783700,55,2,89,3,1
75,72,3,1,488910,56,1,44,2,0
45,32,5,9,454818,80,2,53,2,1
30,39,6,19,705632,77,4,70,9,1
92,88,1,9,290862,40,1,79,8,0
50,43,3,10,455923,37,3,45,6,1
59,76,2,11,111809,41,0,67,9,0
42,71,2,1,622801,74,4,48,5,1
63,61,4,8,773056,63,1,45,1,0
33,61,2,12,863720,76,0,92,8,0
57,71,5,1,230306,50,1,56,3,1
88,61,2,10,806817,70,4,79,9,0
56,55,2,4,683439,51,1,74,1,1
98,30,2,15,184661,50,3,51,3,1
54,85,3,19,294080,57,1,84,1,1
32,31,4,6,807848,96,4,57,1,1
97,59,1,5,156632,43,1,94,6,0
54,81,4,5,166533,81,0,82,4,0
49,38,5,18,999891,72,0,73,4,1
63,51,3,3,171889,48,2,85,5,0
55,63,6,2,708527,56,2,40,3,1
34,78,3,4,725799,47,3,98,2,1
90,30,7,18,157942,42,0,54,8,1
38,82,2,9,109275,30,2,57,7,1
79,69,2,19,906397,63,1,61,4,0
35,74,5,10,197955,42,3,57,2,1
89,97,6,15,738466,80,4,88,9,0
73,38,7,1,791214,30,2,40,8,1
40,51,3,11,509189,57,2,85,4,0
95,47,6,14,451230,61,0,59,5,1
76,72,1,10,913310,84,3,95,6,0
32,68,4,19,487808,55,0,93,4,0
59,35,3,16,737462,43,0,87,2,1
50,77,6,8,951178,97,3,75,5,1
57,36,1,2,985890,92,1,93,1,1
91,98,1,7,312637,43,2,77,7,0
62,45,7,19,402079,56,0,64,9,0
64,30,7,7,132784,70,2,55,3,1
81,66,4,15,524817,32,3,59,6,1
63,66,1,8,664153,88,1,77,9,1
70,93,5,14,459225,52,4,86,4,0
80,91,1,1,617087,47,1,97,6,0
76,90,6,13,440845,70,3,72,3,0
87,62,7,3,511832,37,1,46,9,0
86,95,5,6,898086,61,4,62,7,0
52,59,7,19,642118,70,0,50,7,1
77,49,7,15,509421,74,1,72,4,0
51,89,7,4,666713,38,3,79,6,1
46,53,1,3,832855,77,1,85,8,0
98,33,2,4,580910,53,4,44,6,1
40,66,1,5,701643,73,3,84,6,1
44,33,7,18,529067,87,1,86,4,1
64,47,5,10,732327,95,3,80,8,1
62,95,1,8,354031,47,4,47,8,1
45,77,7,12,500168,58,0,90,9,0
63,62,7,3,582977,31,4,56,6,1
95,87,1,18,671693,97,0,90,2,0
69,57,1,8,881527,68,2,57,4,0
57,64,5,1,863127,70,4,89,4,1
76,39,1,14,355516,51,0,66,8,1
68,94,4,13,367535,78,2,70,5,0
99,71,6,12,573220,57,2,43,4,0
49,38,4,3,293540,45,2,41,8,1
30,89,5,18,115091,97,3,95,3,1
92,44,2,13,392381,91,4,44,2,1
96,86,4,15,475412,65,4,56,4,0
33,98,7,10,355665,51,4,93,1,1
87,51,6,1,944785,40,4,99,1,1
54,93,3,6,436644,71,3,78,5,1
76,70,6,9,796042,84,4,71,1,0
67,85,4,10,474924,64,0,68,4,0
44,52,3,15,542850,86,2,55,8,0
92,54,5,9,389112,63,3,40,8,0
50,35,6,14,810193,99,3,51,2,1
86,63,2,11,271277,33,4,58,3,1
82,92,3,7,832267,75,2,48,3,0
75,38,3,2,749689,40,0,87,1,1
43,89,6,14,846577,90,2,46,3,1
46,78,4,6,390429,64,1,69,8,0
68,80,3,5,465651,98,2,54,6,0
38,89,5,5,545729,86,0,83,5,0
35,99,6,19,115430,40,0,43,9,1
52,66,5,19,603982,41,0,45,7,1
88,60,6,6,351707,72,3,77,6,0
75,70,5,10,764393,48,3,86,5,0
67,91,4,14,250990,97,1,99,5,0
43,87,6,17,380400,88,2,74,9,0
91,43,7,3,279594,31,4,41,6,1
64,65,2,1,819713,37,1,44,4,0
48,65,4,10,484090,51,4,47,4,1
59,37,5,3,655476,50,4,90,4,1
54,55,6,5,417278,58,1,92,6,0
69,65,4,19,939089,66,2,69,1,0
43,77,5,10,398232,58,4,87,9,1
55,57,1,16,508195,66,3,58,2,1
51,97,1,1,823624,50,3,69,2,1
77,91,3,6,936538,41,1,94,5,0
80,80,2,9,232667,77,4,70,4,0
32,71,1,5,787984,76,1,55,3,1
71,58,7,14,590320,44,3,77,5,0
48,39,5,10,167824,96,1,61,7,1
57,68,4,2,991581,42,4,72,2,1
74,30,6,5,271503,88,4,89,6,1
92,68,4,1,456691,42,3,61,4,0
48,50,3,10,745912,48,0,47,2,1
76,94,4,9,510343,86,0,76,1,1
43,44,1,3,904310,61,2,51,8,1
67,33,4,15,876654,50,3,89,5,1
82,89,1,4,947122,43,2,44,2,0
90,90,1,13,622040,53,3,64,8,0
65,49,2,6,702126,78,4,93,3,1
69,39,3,17,811720,61,3,68,7,1
59,63,7,5,208484,40,1,52,2,1
38,77,7,15,493423,89,2,92,7,0
93,62,5,8,101083,97,3,65,4,0
62,90,7,5,282636,90,2,61,1,0
81,39,1,13,889743,34,3,68,5,1
43,83,6,1,385279,65,0,51,4,0
82,94,3,1,157109,93,2,87,8,0
88,30,5,7,423498,61,4,85,1,1
70,34,7,5,731180,95,4,82,2,1
97,44,7,14,552517,39,3,67,5,1
97,57,6,15,424377,50,4,48,2,1
37,52,4,17,327827,69,4,94,1,1
31,46,3,18,575344,71,2,49,6,1
70,42,6,7,277284,75,3,87,4,1
84,43,7,18,975900,70,2,90,5,0
45,40,3,19,813136,33,3,81,3,1
91,57,3,7,315648,43,4,65,6,0
77,71,7,8,826746,43,3,92,4,0
59,90,4,13,151588,82,3,75,6,1
41,93,4,18,918148,58,1,98,5,0
64,60,7,11,227558,52,3,92,2,0
40,39,3,9,440399,60,1,79,4,1
93,37,6,1,777137,90,2,50,2,1
79,50,2,8,542501,52,1,45,5,0
50,88,1,12,221921,37,2,43,3,1
98,79,4,2,313630,45,3,92,6,0
77,98,7,15,717769,55,2,66,5,0
49,99,2,18,259860,58,4,94,2,1
96,59,4,17,175018,35,3,63,8,0
73,46,3,15,146873,66,1,44,6,0
62,49,7,9,754529,62,0,89,9,0
90,77,2,3,310743,75,3,93,3,0
38,31,7,19,456816,90,4,96,4,1
97,66,6,18,671960,70,2,42,8,0
64,30,6,8,892553,47,1,46,7,1
94,33,5,1,199332,45,1,63,8,1
37,83,1,15,182445,80,4,61,9,1
74,54,1,19,430007,66,4,51,8,0
76,32,4,10,774290,43,3,74,8,1
69,38,1,12,149987,97,0,56,6,1
83,63,7,6,200787,59,0,42,2,0
75,72,7,13,528718,89,2,50,7,0
76,51,5,4,721371,82,1,45,4,0
44,99,6,13,655976,65,3,82,3,1
48,31,2,17,994466,59,1,75,4,1
55,95,2,1,208406,93,3,56,4,1
81,61,6,5,107304,43,4,61,3,1
51,45,3,17,759409,52,2,40,9,1
50,30,6,18,901379,77,4,83,3,1
80,77,2,7,880882,57,1,95,2,0
67,79,4,16,109495,36,2,42,1,0
49,42,5,8,911139,71,3,55,1,1
58,44,6,12,854056,39,3,74,5,1
80,82,3,14,406688,97,2,53,5,0
33,73,4,19,786066,73,4,88,9,1
84,37,6,11,725058,42,2,90,4,1
57,75,4,12,527209,62,4,46,5,1
33,98,6,13,114987,61,2,65,6,0
51,48,4,8,250161,77,4,95,7,1
74,67,7,1,690285,34,0,82,9,0
96,40,1,9,896425,90,2,87,6,1
95,72,4,2,111465,32,4,70,1,0
63,49,7,14,611889,53,1,63,8,0
84,49,1,13,182071,63,1,58,2,1
30,50,2,16,919072,71,2,76,9,0
67,86,1,2,438141,49,2,40,7,0
35,79,4,4,112366,70,3,64,7,1
54,55,5,12,916327,49,4,95,5,1
46,59,5,16,363929,35,2,49,8,1
90,60,2,10,106242,86,1,57,1,0
41,71,4,3,910961,71,1,81,3,1
35,97,1,4,736904,54,1,40,9,1
56,90,5,6,426543,70,4,68,1,1
37,90,6,5,368500,70,0,52,8,0
94,99,3,18,615214,32,2,43,6,0
86,97,4,3,709668,72,0,96,5,0
69,46,7,10,904652,75,4,51,6,1
43,48,7,11,601109,86,2,95,5,1
64,80,6,19,983654,80,3,87,9,0
77,99,6,14,843023,34,2,58,2,0
85,92,4,11,974630,44,2,65,6,0
78,59,3,4,555066,68,2,83,4,0
42,54,5,6,880248,99,2,77,3,1
90,55,3,17,658549,67,2,55,5,0
78,85,2,19,813839,68,4,83,2,0
75,51,1,13,846256,81,2,64,3,0
91,48,1,10,755080,32,4,97,7,1
37,60,6,11,203467,58,2,95,1,0
72,55,5,6,404524,60,2,49,2,0
49,71,3,2,441977,95,4,76,3,1
68,70,6,1,728296,74,2,67,7,0
78,52,4,11,974756,51,1,67,4,0
93,76,6,16,204992,39,2,64,8,0
91,42,4,3,651299,50,3,64,8,1
83,95,4,5,279675,46,4,90,1,0
38,95,2,15,193593,96,2,51,5,1
66,45,2,15,742627,36,2,47,1,1
78,57,4,4,249519,65,4,75,7,0
70,64,5,4,183940,96,0,97,4,0
46,70,2,8,186677,59,1,78,8,0
50,60,2,7,336729,58,1,97,8,0
80,61,1,17,567894,62,2,63,9,1
88,83,6,15,213570,88,4,62,6,0
68,88,1,5,426727,49,3,76,7,0
84,70,5,13,687344,58,2,50,7,0
70,95,2,4,181468,82,1,56,5,0
68,83,7,17,898449,30,2,67,7,0
42,69,2,17,854233,63,4,95,9,1
93,57,3,14,137880,73,3,92,4,0
40,66,5,14,101355,43,0,42,2,1
48,94,7,17,206360,66,3,41,8,1
40,84,6,8,683224,64,2,90,7,1
75,33,6,2,819968,88,1,68,6,0
74,39,7,13,312694,53,4,96,7,1
30,76,6,16,870878,94,2,73,3,0
69,43,7,16,318123,35,0,53,6,1
48,67,5,6,357034,97,4,97,7,1
90,41,7,4,310828,67,4,72,7,1
41,74,7,3,147266,30,4,87,5,1
90,46,3,6,809914,70,2,86,3,0
62,64,3,4,289287,60,0,57,2,0
74,95,1,18,723426,65,2,68,7,0
98,70,5,6,684944,83,4,41,4,0
37,96,5,5,154104,60,4,99,2,1
54,58,3,9,176844,58,1,50,8,1
75,47,4,11,100969,32,3,70,2,1
59,49,4,6,461040,87,2,92,6,1
76,43,1,16,886686,90,0,88,4,1
78,63,4,19,503522,35,4,52,9,0
76,78,4,11,689804,49,2,83,5,0
47,83,4,15,717365,90,3,65,4,1
95,60,2,9,836205,75,2,95,8,0
97,87,1,19,600314,42,3,73,3,0
62,71,3,19,564657,52,2,93,9,0
65,87,4,9,954399,60,1,92,8,0
48,59,6,4,566508,33,2,89,8,1
57,54,7,10,301961,95,1,49,5,1
69,92,2,9,674405,45,3,51,1,1
44,48,4,19,626025,60,4,88,9,1
70,37,7,15,706692,77,4,61,2,1
68,32,7,19,517541,72,2,85,1,0
31,96,2,2,243398,33,0,93,6,1
92,46,1,10,583338,91,2,70,1,1
58,43,6,19,375055,77,1,58,7,1
95,38,6,17,784440,57,1,84,7,0
80,91,6,2,909067,45,3,63,1,1
39,50,4,19,413323,98,2,64,5,0
43,66,2,17,812502,59,3,74,3,1
80,40,6,18,335603,94,0,96,2,1
68,49,7,17,425689,98,4,47,5,1
57,64,7,2,340655,43,4,44,5,1
32,82,5,19,410748,63,2,61,2,0
99,76,5,1,319973,85,3,99,6,0
56,81,2,11,436476,58,3,67,7,1
31,37,4,10,935551,54,0,51,1,1
67,33,4,5,707176,95,3,72,3,1
32,56,1,16,948036,69,1,92,4,1
45,73,1,5,116820,44,1,97,2,1
69,69,6,12,700790,61,1,55,5,0
31,76,3,4,474415,49,2,65,4,0
70,73,7,6,167345,82,1,51,2,0
41,77,1,19,270386,96,1,62,1,1
64,81,4,9,927307,78,4,88,8,0
94,97,7,12,957473,96,2,65,2,0
84,40,3,15,170793,30,1,80,4,1
74,33,1,16,367053,68,0,52,5,1
91,77,2,13,717169,90,1,62,2,0
78,55,5,7,114866,84,2,70,9,0
54,68,1,4,798149,98,3,75,2,1
52,87,1,11,976836,31,4,66,6,1
53,48,2,8,883834,46,4,75,7,1
67,87,4,6,344734,58,2,98,6,0
57,57,6,10,428141,33,1,86,4,1
50,95,2,7,390604,93,0,81,1,0
83,39,6,7,148500,72,1,62,2,1
47,87,1,4,299841,41,1,77,6,1
65,43,4,3,622881,79,0,42,8,0
74,44,3,7,880331,97,4,69,3,1
82,62,1,4,374272,90,1,96,7,0
59,46,2,13,629490,80,3,71,9,1
89,53,3,17,987675,34,3,54,4,0
61,59,5,7,360731,57,2,77,7,0
96,91,3,17,590010,39,2,50,7,0
96,42,2,4,820687,81,0,41,9,1
57,91,7,11,279037,46,0,65,3,1
73,76,3,3,703546,94,2,99,1,0
